code_type,code,consumer_description
HCPCS,0640T,Noncontact infrared spectroscopy peripheral artery disease first
HCPCS,0643T,Transcatheter left ventricular restriction device implant
HCPCS,0644T,Transcatheter removal or debulking intracardiac mass
HCPCS,0645T,Transcatheter implant coronary sinus reduction device
HCPCS,0646T,Transcatheter tricuspid valve implant or replacement percutaneous
HCPCS,0647T,Insertion gastrostomy tube percutaneous magnetic
HCPCS,0648T,Quantitative MR tissue analysis without MRI one organ
HCPCS,0649T,Quantitative MR tissue analysis with MRI one organ
HCPCS,0650T,Programming device evaluation subcutaneous cardiac monitor remote
HCPCS,0651T,Magnetically controlled capsule endoscopy
HCPCS,0652T,Upper GI endoscopy flexible transnasal diagnostic
HCPCS,0653T,Upper GI endoscopy flexible transnasal with biopsy
HCPCS,0654T,Upper GI endoscopy flexible transnasal tube or catheter
HCPCS,0655T,Transperineal focal ablation malignant prostate tissue
HCPCS,0656T,Vertebral body tethering anterior fewer than 7 segments
HCPCS,0657T,Vertebral body tethering anterior 8 or more segments
HCPCS,0658T,Electrical impedance spectroscopy single skin lesion
HCPCS,0659T,Transcatheter intracardiac supersaturated oxygen infusion
HCPCS,0660T,Implant anterior segment eye drug delivery system
HCPCS,0661T,Removal and reimplantation anterior eye segment implant
HCPCS,0662T,Scalp cooling cap measurement and calibration during chemo
HCPCS,0663T,Scalp cooling cap placement removal and monitoring during chemo
HCPCS,0664T,Donor hysterectomy open from deceased donor
HCPCS,0665T,Donor hysterectomy open from living donor
HCPCS,0666T,Donor hysterectomy laparoscopic from living donor
HCPCS,0667T,Recipient uterus transplant surgery
HCPCS,0668T,Back-bench preparation of donor uterus allograft
HCPCS,0669T,Back-bench reconstruction donor uterus venous
HCPCS,0670T,Back-bench reconstruction donor uterus arterial
HCPCS,0671T,Insertion anterior eye drain device trabecular microwave
HCPCS,0672T,Endovaginal cryogenic cooled RF tissue remodeling bladder neck
HCPCS,0673T,Ablation benign thyroid nodule percutaneous laser
HCPCS,0674T,Laparoscopic insertion new or replacement insulin delivery system
HCPCS,0675T,Laparoscopic insertion insulin delivery system one lead
HCPCS,0676T,Laparoscopic insertion insulin delivery system each additional
HCPCS,0677T,Laparoscopic repositioning insulin delivery system lead first
HCPCS,0678T,Laparoscopic repositioning insulin delivery system lead additional
HCPCS,0679T,Laparoscopic removal insulin delivery system lead
HCPCS,0680T,Insertion or replacement pulse generator insulin delivery system
HCPCS,0681T,Interrogation device evaluation insulin delivery system
HCPCS,0682T,Removal pulse generator insulin delivery system
HCPCS,0683T,Programming device evaluation insulin delivery system
HCPCS,0684T,Periprocedural device evaluation insulin delivery system
HCPCS,0685T,Interrogation device evaluation insulin delivery system
HCPCS,0686T,Histotripsy malignant liver tissue with image guidance
HCPCS,0687T,Amblyopia lazy eye treatment device setup first session
HCPCS,0688T,Amblyopia treatment assessment physician review per month
HCPCS,0689T,Quantitative ultrasound tissue characterization without imaging
HCPCS,0690T,Quantitative ultrasound tissue characterization with imaging
HCPCS,0691T,Automated CT vertebral fracture assessment bone density
HCPCS,0692T,Therapeutic ultrafiltration fluid removal
HCPCS,0693T,Comprehensive full body 3D motion analysis with report
HCPCS,0694T,Real-time 3D volumetric breast and lymph node imaging
HCPCS,0695T,Body surface mapping pacemaker defibrillator implant
HCPCS,0696T,Body surface mapping pacemaker defibrillator follow-up
HCPCS,0697T,Quantitative MR tissue analysis without MRI multiple organs
HCPCS,0698T,Quantitative MR tissue analysis with MRI multiple organs
HCPCS,0699T,Injection posterior chamber eye medication
HCPCS,0700T,Molecular fluorescence imaging suspicious mole first lesion
HCPCS,0701T,Molecular fluorescence imaging suspicious mole additional lesion
HCPCS,0704T,Remote amblyopia treatment device setup patient education
HCPCS,0705T,Remote amblyopia treatment tech support per 30 days
HCPCS,0706T,Remote amblyopia treatment physician review per month
HCPCS,0707T,Injection bone substitute material into subchondral bone defect
HCPCS,0708T,Intradermal cancer immunotherapy preparation first injection
HCPCS,0709T,Intradermal cancer immunotherapy each additional injection
HCPCS,0710T,Noninvasive arterial plaque analysis
HCPCS,0711T,Noninvasive arterial plaque data preparation and transmission
HCPCS,0712T,Noninvasive arterial plaque quantitative structural composition
HCPCS,0713T,Noninvasive arterial plaque analysis review and report
HCPCS,0714T,Transperineal laser ablation benign enlarged prostate
HCPCS,0715T,Percutaneous transcatheter coronary lithotripsy
HCPCS,0716T,Cardiac acoustic waveform recording automated heart disease risk
HCPCS,0717T,Adipose stem cell therapy partial rotator cuff tear
HCPCS,0718T,Adipose stem cell therapy rotator cuff tear injection
HCPCS,0719T,Posterior vertebral joint replacement lumbar single segment
HCPCS,0720T,Percutaneous electrical nerve field stimulation cranial nerves
HCPCS,0721T,Quantitative CT tissue characterization without CT exam
HCPCS,0722T,Quantitative CT tissue characterization with CT exam
HCPCS,0723T,Quantitative MRCP without diagnostic MRI same session
HCPCS,0724T,Quantitative MRCP with diagnostic MRI same anatomy
HCPCS,0725T,Vestibular implant device insertion one side
HCPCS,0726T,Removal implanted vestibular device one side
HCPCS,0727T,Removal and replacement implanted vestibular device
HCPCS,0728T,Diagnostic analysis vestibular implant first programming
HCPCS,0729T,Diagnostic analysis vestibular implant subsequent programming
HCPCS,0730T,Trabeculotomy laser with OCT guidance for glaucoma
HCPCS,0731T,Augmented AI-based facial phenotype analysis and report
HCPCS,0732T,Immunotherapy administration with electroporation intramuscular
HCPCS,0733T,Remote body limb kinematic measurement tech support 30 days
HCPCS,0734T,Remote body limb kinematic measurement tech services per month
HCPCS,0735T,Preparation tumor cavity intraoperative radiation primary craniotomy
HCPCS,0736T,Colonic lavage with 35 liters water
HCPCS,0737T,Xenograft implantation articular surface
HCPCS,0738T,Treatment plan magnetic field ablation prostate
HCPCS,0739T,Ablation malignant prostate magnetic field induction
HCPCS,0740T,Remote autonomous algorithm insulin calculation setup
HCPCS,0741T,Remote autonomous algorithm insulin data collection
HCPCS,0742T,Absolute quantitative myocardial blood flow SPECT stress and rest
HCPCS,0743T,Bone strength fracture risk vertebral fracture assessment
HCPCS,0744T,Insertion bioprosthetic valve femoral vein
HCPCS,0745T,Cardiac ablation radiation arrhythmia noninvasive localization
HCPCS,0746T,Cardiac ablation radiation arrhythmia conventional mapping
HCPCS,0747T,Cardiac ablation radiation arrhythmia delivery of radiation
HCPCS,0748T,Injection stem cell product anal soft tissue
HCPCS,0749T,Bone strength fracture risk assessment DXR-BMD
HCPCS,0750T,Bone strength fracture risk assessment DXR-BMD single view
HCPCS,0751T,Digitization of glass microscope slides level 2
HCPCS,0752T,Digitization of glass microscope slides level 3
HCPCS,0753T,Digitization of glass microscope slides level 4
HCPCS,0754T,Digitization of glass microscope slides level 5
HCPCS,0755T,Digitization of glass microscope slides level 6
HCPCS,0756T,Digitization of glass microscope slides special stain I
HCPCS,0757T,Digitization of glass microscope slides special stain II
HCPCS,0758T,Digitization of glass microscope slides special histochemistry
HCPCS,0759T,Digitization of glass microscope slides enzyme constituents
HCPCS,0760T,Digitization of glass microscope slides immunostain first
HCPCS,0761T,Digitization of glass microscope slides immunostain additional single
HCPCS,0762T,Digitization of glass microscope slides immunostain additional multi
HCPCS,0763T,Digitization of glass microscope slides quantitative
HCPCS,0764T,Assistive algorithm ECG risk assessment concurrent
HCPCS,0765T,Assistive algorithm ECG risk assessment preventive
HCPCS,0766T,Transcranial magnetic stimulation peripheral nerve first nerve
HCPCS,0767T,Transcranial magnetic stimulation peripheral nerve additional nerve
HCPCS,0768T,Transcranial magnetic stimulation peripheral nerve subsequent first
HCPCS,0769T,Transcranial magnetic stimulation peripheral nerve subsequent each
HCPCS,0775T,Arthrodesis sacroiliac joint percutaneous with implant
HCPCS,0777T,Real-time pressure sensing epidural guidance system
HCPCS,0778T,Mammography concurrent application immune sensor
HCPCS,0779T,GI myoelectrical activity study
HCPCS,0780T,Instillation fecal microbiota suspension stool transplant
HCPCS,0781T,Bronchoscopic radiofrequency destruction pulmonary nerve both sides
HCPCS,0782T,Bronchoscopic radiofrequency destruction pulmonary nerve one side
HCPCS,0783T,Transcutaneous auricular neurostimulation
HCPCS,0784T,Insertion or replacement spinal neurostimulator electrode
HCPCS,0785T,Revision or removal spinal neurostimulator electrode
HCPCS,0786T,Insertion or replacement sacral neurostimulator percutaneous
HCPCS,0787T,Revision or removal sacral neurostimulator
HCPCS,0788T,Electronic analysis simple insulin sacral nerve stimulator
HCPCS,0789T,Electronic analysis complex insulin sacral nerve stimulator
HCPCS,0790T,Revision replacement or removal vertebral tethering device
HCPCS,0791T,Motor cognitive VR gait training per 15 minutes
HCPCS,0792T,Application silver diamine fluoride 38% dental treatment
HCPCS,0793T,Percutaneous transcatheter thermal ablation pulmonary artery nerve
HCPCS,0794T,Patient-specific algorithm drug treatment oncology options
HCPCS,0795T,Placement leadless pacemaker aborted procedure
HCPCS,0796T,Transcatheter insertion 2-chamber leadless pacemaker right atrium
HCPCS,0797T,Transcatheter insertion 2-chamber leadless pacemaker right ventricle
HCPCS,0798T,Transcatheter removal 2-chamber leadless pacemaker complete
HCPCS,0799T,Transcatheter removal 2-chamber leadless pacemaker right atrium
HCPCS,0800T,Transcatheter removal 2-chamber leadless pacemaker right ventricle
HCPCS,0801T,Transcatheter removal and replace 2-chamber leadless pacemaker
HCPCS,0802T,Transcatheter removal replace 2-chamber pacemaker right atrium
HCPCS,0803T,Transcatheter removal replace 2-chamber pacemaker right ventricle
HCPCS,0804T,Programming evaluation leadless pacemaker 2-chamber in person
HCPCS,0805T,Transcatheter superior and inferior vena cava valve implant percutaneous
HCPCS,0806T,Transcatheter superior and inferior vena cava valve implant open
HCPCS,0807T,Pulmonary tissue ventilation analysis from previous CT
HCPCS,0808T,Pulmonary tissue ventilation analysis with CT
HCPCS,0809T,Arthrodesis sacroiliac joint percutaneous transfixation with implant
HCPCS,0810T,Subretinal injection medication with vitrectomy
HCPCS,0811T,Remote multi-day uroflow measurement setup
HCPCS,0812T,Remote multi-day uroflow device supply
HCPCS,0813T,Upper GI endoscopy volume adjustment bariatric balloon
HCPCS,0814T,Percutaneous injection biodegradable bone material femur
HCPCS,0815T,Ultrasound remote bone density hips pelvis or spine
HCPCS,0816T,Open insertion or replacement insulin pump subcutaneous
HCPCS,0817T,Open insertion or replacement insulin pump subfascial
HCPCS,0818T,Revision or removal insulin pump subcutaneous
HCPCS,0819T,Revision or removal insulin pump subfascial
HCPCS,0820T,Monitoring psychedelic medication first physician session
HCPCS,0821T,Monitoring psychedelic medication second physician session
HCPCS,0822T,Monitoring psychedelic medication clinical staff
HCPCS,0823T,Transcatheter insertion 1-chamber leadless pacemaker right atrium
HCPCS,0824T,Transcatheter removal 1-chamber leadless pacemaker right atrium
HCPCS,0825T,Transcatheter removal and replace 1-chamber leadless pacemaker
HCPCS,0826T,Programming evaluation leadless pacemaker 1-chamber in person
HCPCS,0827T,Digitization glass microscope slides cytopathology smears
HCPCS,0828T,Digitization glass microscope slides cytopathology simple fluid
HCPCS,0829T,Digitization glass microscope slides cytopathology concentration
HCPCS,0830T,Digitization glass microscope slides cytopathology selective
HCPCS,0831T,Digitization glass microscope slides cytopathology cervical vaginal
HCPCS,0832T,Digitization glass microscope slides cytopathology other screening
HCPCS,0833T,Digitization glass microscope slides cytopathology other preparation
HCPCS,0834T,Digitization glass microscope slides cytopathology other extended
HCPCS,0835T,Digitization glass microscope slides fine needle aspiration first
HCPCS,0836T,Digitization glass microscope slides fine needle aspiration additional
HCPCS,0837T,Digitization glass microscope slides fine needle aspiration report
HCPCS,0838T,Digitization glass microscope slides consultation elsewhere
HCPCS,0839T,Digitization glass microscope slides consultation material prep
HCPCS,0840T,Digitization glass microscope slides consultation comprehensive
HCPCS,0841T,Digitization glass microscope slides pathology consult first
HCPCS,0842T,Digitization glass microscope slides pathology consult additional
HCPCS,0843T,Digitization glass microscope slides cytology consult first
HCPCS,0844T,Digitization glass microscope slides cytology consult additional
HCPCS,0845T,Digitization glass microscope slides immunofluorescence first
HCPCS,0846T,Digitization glass microscope slides immunofluorescence additional
HCPCS,0847T,Digitization glass microscope slides archival tissue exam
HCPCS,0848T,Digitization glass microscope slides in situ hybridization first
HCPCS,0849T,Digitization glass microscope slides in situ hybridization additional single
HCPCS,0850T,Digitization glass microscope slides in situ hybridization additional multi
HCPCS,0851T,Digitization glass microscope slides morphometric first
HCPCS,0852T,Digitization glass microscope slides morphometric additional single
HCPCS,0853T,Digitization glass microscope slides morphometric additional multi
HCPCS,0854T,Digitization glass microscope slides peripheral blood smear
HCPCS,0855T,Digitization glass microscope slides bone marrow smear
HCPCS,0856T,Digitization glass microscope slides electron microscopy
HCPCS,0857T,Opto-acoustic imaging breast one side
HCPCS,0858T,External transcranial magnetic stimulation measurement
HCPCS,0859T,Noncontact infrared spectroscopy peripheral artery disease additional
HCPCS,0860T,Noncontact infrared spectroscopy screening peripheral artery disease
HCPCS,0861T,Removal wireless cardiac stimulator both components
HCPCS,0862T,Relocation wireless cardiac stimulator battery only
HCPCS,0863T,Relocation wireless cardiac stimulator transmitter only
HCPCS,0864T,Low intensity extracorporeal shock wave therapy erectile dysfunction
HCPCS,0865T,Quantitative MRI brain analysis without diagnostic MRI
HCPCS,0866T,Quantitative MRI brain analysis with diagnostic MRI
HCPCS,0867T,Transperineal laser ablation benign prostate 50ml or more
HCPCS,0868T,High-resolution gastric electrophysiology mapping
HCPCS,0869T,Injection bone substitute material hardware fixation augmentation
HCPCS,0870T,Implant subcutaneous peritoneal ascites pump system
HCPCS,0871T,Replacement subcutaneous peritoneal ascites pump
HCPCS,0872T,Replacement indwelling bladder peritoneal catheter
HCPCS,0873T,Revision subcutaneous peritoneal ascites pump system
HCPCS,0874T,Removal peritoneal ascites pump system
HCPCS,0875T,Programming subcutaneous peritoneal ascites pump system
HCPCS,0876T,Duplex ultrasound hemodialysis fistula limited
